"Campaign name","Ad set name","Ad name",Age,Gender,"Result Type",Results,"CTR (all)","Result rate","Amount spent (INR)","Cost per result",Frequency,"CPM (cost per 1,000 impressions)",Impressions,"Clicks (all)","Reporting starts","Reporting ends"
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,unknown,,,20,,0.93,,1.6666666666667,93,10,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",65+,female,,,0,,0.46,,1,46,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,unknown,,,0,,1.2,,1.6666666666667,120,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",65+,male,,,0,,1.04,,2.5,104,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,female,,,0,,2.24,,1,224,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",55-64,female,,,0,,4.54,,1,454,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,unknown,,,0,,1.03,,2.5,103,10,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.28,,1.125,31.11111111,9,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,0.61,,2.25,67.77777778,9,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,unknown,,,0,,0.7,,2,87.5,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.33,,4,41.25,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",65+,female,,,0,,0.6799766982839,,2,84.99708729,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",65+,male,,,0,,1.29,,2,161.25,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",55-64,male,,,0,,3.04,,1.3333333333333,380,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,unknown,,,0,,0.59,,4,73.75,8,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",35-44,female,,,0,,0.66,,1.1666666666667,94.28571429,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,unknown,,,0,,1.65,,1.75,235.71428571,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",25-34,unknown,,,0,,0.96,,3.5,137.14285714,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.38,,2.3333333333333,54.28571429,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,0.58,,1,82.85714286,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",35-44,unknown,,,0,,0.79,,1.1666666666667,112.85714286,7,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.79,,3,131.66666667,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",65+,male,,,0,,2.13,,3,355,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",45-54,unknown,,,0,,0.67,,1.5,111.66666667,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",25-34,unknown,,,16.66666667,,0.7,,1.5,116.66666667,6,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,unknown,,,0,,0.34,,1.5,56.66666667,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",55-64,female,,,0,,0.7,,1,116.66666667,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,female,,,0,,2.36,,3,393.33333333,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",65+,female,,,0,,0.95,,0,158.33333333,6,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",55-64,female,,,0,,2.14,,1,428,5,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",25-34,unknown,,,0,,0.54,,1.6666666666667,108,5,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",25-34,unknown,,,0,,0.52,,1.25,104,5,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,unknown,,,0,,0.81,,2.5,162,5,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.71,,2,177.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,female,,,0,,0.97,,1,242.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",25-34,unknown,,,0,,0.27,,0,67.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",45-54,male,,,0,,0.34,,1,85,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",55-64,female,,,0,,0.87,,1.3333333333333,217.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",35-44,unknown,"On-Facebook leads",1,75,25,1.62,1.62,4,405,4,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",25-34,unknown,,,0,,0.35,,2,87.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-No. 1 Franchise Opportunity",55-64,female,,,0,,0.36,,1,90,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,0.6,,2,150,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",35-44,unknown,,,0,,0.31,,1.3333333333333,77.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,unknown,,,0,,0.94,,2,235,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",65+,female,,,0,,0.72,,0,180,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",25-34,unknown,,,0,,0.49,,0,122.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",65+,female,,,0,,0.39,,0,97.5,4,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",65+,female,,,0,,0.15,,1,50,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",55-64,female,,,0,,0.39,,1,130,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,female,,,0,,0.24,,1,80,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",45-54,female,,,0,,0.45,,1,150,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Video-No. 1 Franchise Opportunity",55-64,female,,,0,,0.64,,1.5,213.33333333,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,0.14,,1.5,46.66666667,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,female,,,0,,0.22,,1,73.33333333,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",25-34,unknown,,,0,,0.6,,1.5,200,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",65+,female,,,0,,0.41,,0,136.66666667,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",55-64,female,,,0,,0.77,,1,256.66666667,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",65+,male,,,0,,0.14,,1,46.66666667,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",55-64,male,,,0,,1.77,,1,590,3,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",35-44,unknown,,,0,,0.17,,1,85,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,unknown,,,0,,0.09,,1,45,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",65+,female,,,0,,0.03,,1,15,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.82,,1,410,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,female,,,0,,0.68,,0,340,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,unknown,,,0,,0.62,,1,310,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,0.079997258621635,,1,39.99862931,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",55-64,female,,,0,,0.73,,1,365,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,unknown,,,0,,0.45,,1,225,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",45-54,female,,,0,,1.49,,1,745,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",35-44,unknown,,,0,,0.22,,1,110,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,unknown,,,0,,2.79,,1,1395,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",18-24,unknown,,,0,,0.02,,0,10,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",45-54,unknown,,,0,,0.31,,1,155,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",65+,female,,,0,,0.27,,2,135,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",65+,female,,,0,,0.35,,1,175,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",55-64,male,,,0,,0.47,,1,235,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",55-64,female,,,0,,0.65,,2,325,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.27,,1,135,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",65+,female,,,0,,0.12,,1,60,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",55-64,female,,,0,,0.6,,1,300,2,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-Minimum Investment & Maximum Profit",55-64,female,,,0,,0.07,,1,70,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",45-54,unknown,,,0,,0.1,,1,100,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",45-54,unknown,,,0,,0.04,,1,40,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.01,,0,10,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",65+,female,,,0,,0.01,,1,10,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",25-34,unknown,,,0,,0.08,,1,80,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",65+,female,,,0,,0,,1,0,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",45-54,unknown,,,0,,0.01,,0,10,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,unknown,,,0,,0.11,,1,110,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,female,,,0,,0.07,,1,70,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",65+,female,,,0,,0.19,,0,190,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.09,,1,90,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",65+,female,,,0,,0.15,,0,150,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",65+,female,,,0,,0.2,,0,200,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",65+,female,,,0,,0.06,,1,60,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-60+ Franchise Stores across Maharashtra",55-64,female,,,0,,0.02,,1,20,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,unknown,,,0,,0.45,,1,450,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",55-64,unknown,,,0,,0.05,,1,50,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",18-24,unknown,,,0,,0.01,,1,10,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.15,,1,150,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",25-34,unknown,,,0,,0.05,,1,50,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",55-64,unknown,,,0,,0.28,,0,280,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",45-54,unknown,,,0,,0.1,,1,100,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",45-54,unknown,,,0,,0.059997943966226,,1,59.99794397,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,unknown,,,0,,0.12,,0,120,1,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",45-54,female,,,0,,0.08,,1,80,1,0,2019-11-01,2019-12-03
